"idx","sex","status","grade"
"17229","여","유료회원","초3학년"
"41334","남","유료회원","초5학년"
"9532","여","유료회원","초6학년"
"63985","여","유료회원","초4학년"
"47116","남","유료회원","초2학년"
"64383","여","유료회원","초2학년"
"34100","남","유료회원","초3학년"
"81464","남","유료회원","초5학년"
"11642","여","유료회원","초4학년"
"51166","남","유료회원","초3학년"
"73968","여","유료회원","초1학년"
"2557","남","유료회원","초4학년"
"67266","남","유료회원","초1학년"
"48506","여","유료회원","초3학년"
"654","남","유료회원","0학년"
"37386","남","유료회원","초2학년"
"20629","남","유료회원","초6학년"
"49433","남","유료회원","초2학년"
"34650","남","유료회원","초2학년"
"56414","남","유료회원","초2학년"
"84567","여","유료회원","초3학년"
"79897","남","유료회원","초2학년"
"81062","여","유료회원","초5학년"
"28795","여","유료회원","초1학년"
"17116","여","유료회원","초6학년"
"59706","여","유료회원","초3학년"
"6003","남","유료회원","초2학년"
"11051","여","유료회원","초4학년"
"60804","여","유료회원","초2학년"
"90586","여","유료회원","초2학년"
"51945","여","유료회원","초6학년"
"5377","남","유료회원","초4학년"
"1129","여","유료회원","초6학년"
"20464","여","유료회원","초3학년"
"25273","여","유료회원","초3학년"
"816","여","유료회원","초3학년"
"93575","정보없음","유료회원","초1학년"
"32065","남","유료회원","초4학년"
"100067","남","유료회원","초1학년"
"10051","여","유료회원","초1학년"
"40604","여","유료회원","초1학년"
"73907","남","유료회원","초2학년"
"42600","남","유료회원","초2학년"
"19160","여","유료회원","초4학년"
"10903","여","유료회원","초4학년"
"25429","여","유료회원","초5학년"
"4956","여","유료회원","초4학년"
"39821","여","유료회원","초3학년"
"21471","남","유료회원","초2학년"
"18844","남","유료회원","초3학년"
"49852","남","유료회원","초2학년"
"34662","정보없음","유료회원","초1학년"
"52886","남","유료회원","초3학년"
"75035","여","유료회원","초4학년"
"36029","남","유료회원","초5학년"
"37643","남","유료회원","초3학년"
"24604","여","유료회원","초6학년"
"12254","여","유료회원","초4학년"
"32813","남","유료회원","초4학년"
"1628","여","유료회원","초5학년"
"2267","여","유료회원","초2학년"
"29517","여","유료회원","초3학년"
"20895","여","유료회원","초4학년"
"37404","여","유료회원","초5학년"
"26960","남","유료회원","초5학년"
"75665","여","유료회원","초3학년"
"67956","여","유료회원","초6학년"
"19784","남","유료회원","초5학년"
"7609","여","유료회원","초2학년"
"57144","남","유료회원","초3학년"
"17411","남","유료회원","초5학년"
"31348","남","유료회원","초2학년"
"2070","여","유료회원","초6학년"
"2378","여","유료회원","초4학년"
"26753","남","유료회원","초3학년"
"82548","남","유료회원","초2학년"
"18682","여","유료회원","초5학년"
"15501","남","유료회원","초2학년"
"3121","남","유료회원","초2학년"
"917","여","유료회원","초4학년"
"83320","여","유료회원","초6학년"
"31291","여","유료회원","초5학년"
"26430","남","유료회원","초2학년"
"46246","남","유료회원","초4학년"
"51223","여","유료회원","초4학년"
"73854","여","유료회원","초2학년"
"10286","남","유료회원","초3학년"
"36960","여","유료회원","초3학년"
"32987","남","유료회원","초5학년"
"57334","여","유료회원","초5학년"
"91075","남","유료회원","초3학년"
"91178","남","유료회원","초5학년"
"90009","정보없음","유료회원","초3학년"
"51606","여","유료회원","초2학년"
"8662","여","유료회원","초4학년"
"18568","남","유료회원","초4학년"
"62694","여","유료회원","초1학년"
"62960","여","유료회원","초2학년"
"31800","여","유료회원","초2학년"
"66726","여","유료회원","초5학년"
"53327","남","유료회원","초2학년"
"55031","남","유료회원","초3학년"
"1495","여","유료회원","초3학년"
"37476","남","유료회원","초1학년"
"2040","남","유료회원","초4학년"
"18204","남","유료회원","초4학년"
"26248","남","유료회원","초2학년"
"48596","여","유료회원","초3학년"
"11475","여","유료회원","초5학년"
"100200","여","유료회원","초3학년"
"8983","여","유료회원","초2학년"
"17176","남","유료회원","초3학년"
"4287","여","유료회원","초4학년"
"47864","남","유료회원","초3학년"
"81996","남","유료회원","초1학년"
"25271","남","유료회원","초4학년"
"28256","남","유료회원","초1학년"
"28079","남","유료회원","0학년"
"10312","남","유료회원","초5학년"
"10752","여","유료회원","초5학년"
"1632","남","유료회원","초6학년"
"27214","남","유료회원","초3학년"
"30433","여","유료회원","초2학년"
"47032","여","유료회원","초2학년"
"56667","여","유료회원","초4학년"
"57506","남","유료회원","초3학년"
"50966","여","유료회원","초2학년"
"5503","남","유료회원","초2학년"
"51324","남","유료회원","초2학년"
"77504","남","유료회원","0학년"
"53270","남","유료회원","초4학년"
"20927","남","유료회원","초5학년"
"27651","여","유료회원","초4학년"
"42304","여","유료회원","0학년"
"87905","여","유료회원","초4학년"
"14282","여","유료회원","초4학년"
"5064","남","유료회원","초4학년"
"14306","남","유료회원","초4학년"
"42446","남","유료회원","초1학년"
"51702","남","유료회원","초2학년"
"54173","남","유료회원","초2학년"
"54755","남","유료회원","초2학년"
"81939","남","유료회원","초1학년"
"45672","여","유료회원","초3학년"
"32513","여","유료회원","초1학년"
"25215","남","유료회원","초4학년"
"91401","남","유료회원","초4학년"
"91964","여","유료회원","초3학년"
"30284","남","유료회원","초4학년"
"23532","남","유료회원","초3학년"
"67757","여","유료회원","초2학년"
"1564","여","유료회원","초3학년"
"25346","여","유료회원","초2학년"
"12679","여","유료회원","초2학년"
"25841","여","유료회원","초3학년"
"958","남","유료회원","초4학년"
"43487","여","유료회원","초3학년"
"29050","남","유료회원","초4학년"
"57179","남","유료회원","초1학년"
"19185","남","유료회원","초3학년"
"42041","여","유료회원","초2학년"
"14979","여","유료회원","초4학년"
"80337","남","유료회원","초1학년"
"83542","여","유료회원","0학년"
"14806","여","유료회원","초3학년"
"51902","여","유료회원","0학년"
"26795","여","유료회원","초6학년"
"98514","여","유료회원","초2학년"
"43120","남","유료회원","초3학년"
"35047","여","유료회원","초6학년"
"92698","남","유료회원","초1학년"
"60143","남","유료회원","초1학년"
"7462","여","유료회원","초4학년"
"16573","여","유료회원","초3학년"
"46957","여","유료회원","초2학년"
"37787","여","유료회원","초3학년"
"6357","여","유료회원","초3학년"
"88521","남","유료회원","0학년"
"16790","남","유료회원","초3학년"
"13015","정보없음","유료회원","초3학년"
"3143","남","유료회원","초6학년"
"64420","남","유료회원","0학년"
"53189","남","유료회원","초3학년"
"91718","남","유료회원","초1학년"
"52624","남","유료회원","초6학년"
"37896","정보없음","유료회원","초3학년"
"17396","남","유료회원","초3학년"
"17890","여","유료회원","초4학년"
"2810","남","유료회원","초4학년"
"32276","여","유료회원","초6학년"
"33468","여","유료회원","초1학년"
"66237","남","유료회원","초5학년"
"50476","여","유료회원","초4학년"
"2763","여","유료회원","초3학년"
"2983","여","유료회원","초3학년"
"27620","여","유료회원","초5학년"
"82551","남","유료회원","초2학년"
"24958","남","유료회원","초4학년"
"80167","남","유료회원","초1학년"
"56611","남","유료회원","초6학년"
"46046","여","유료회원","초5학년"
"30742","여","유료회원","초5학년"
"21825","여","유료회원","초1학년"
"20722","여","유료회원","초5학년"
"44555","여","유료회원","초4학년"
"96655","남","유료회원","초2학년"
"24606","여","유료회원","초3학년"
"46424","여","유료회원","초4학년"
"33625","남","유료회원","초4학년"
"43814","남","유료회원","초2학년"
"93403","남","유료회원","초2학년"
"26275","여","유료회원","초5학년"
"20275","남","유료회원","초4학년"
"24676","여","유료회원","초5학년"
"23047","남","유료회원","초4학년"
"15645","남","유료회원","초2학년"
"17128","여","유료회원","초3학년"
"92697","남","유료회원","초3학년"
"59552","남","유료회원","초2학년"
"31300","남","유료회원","초1학년"
"43813","남","유료회원","초3학년"
"9009","남","유료회원","초6학년"
"3283","정보없음","유료회원","초2학년"
"36498","남","유료회원","초3학년"
"13870","여","유료회원","초2학년"
"15247","남","유료회원","초2학년"
"92794","여","유료회원","초5학년"
"48996","남","유료회원","초1학년"
"26189","여","유료회원","초6학년"
"40433","여","유료회원","초3학년"
"48140","여","유료회원","초2학년"
"49380","남","유료회원","초1학년"
"88671","남","유료회원","초5학년"
"51745","여","유료회원","초5학년"
"32678","남","유료회원","초3학년"
"61252","남","유료회원","초6학년"
"15819","여","유료회원","초6학년"
"28480","여","유료회원","초5학년"
"20666","여","유료회원","초4학년"
"7639","남","유료회원","초6학년"
"6154","여","유료회원","초3학년"
"5250","여","유료회원","초3학년"
"90068","여","유료회원","초3학년"
"11394","남","유료회원","초3학년"
"1843","남","유료회원","초5학년"
"5004","남","유료회원","초4학년"
"71599","남","유료회원","초3학년"
"803","남","유료회원","초4학년"
"6695","여","유료회원","초5학년"
"57416","남","유료회원","0학년"
"37097","여","유료회원","초4학년"
"1507","여","유료회원","초6학년"
"86634","여","유료회원","초4학년"
"13648","여","유료회원","초3학년"
"27155","남","유료회원","초3학년"
"13632","여","유료회원","초5학년"
"27874","남","유료회원","초6학년"
"41292","남","유료회원","초2학년"
"51525","남","유료회원","초2학년"
"48570","여","유료회원","초3학년"
"61200","남","유료회원","초6학년"
"545","남","유료회원","초3학년"
"20479","여","유료회원","초5학년"
"20202","여","유료회원","초5학년"
"56823","여","유료회원","초6학년"
"16485","여","유료회원","초4학년"
"10921","여","유료회원","초5학년"
"5242","남","유료회원","초5학년"
"75738","남","유료회원","초2학년"
"45643","여","유료회원","초1학년"
"41991","여","유료회원","초3학년"
"61525","남","유료회원","초4학년"
"97841","여","유료회원","초3학년"
"13289","여","유료회원","초3학년"
"90247","남","유료회원","초1학년"
"82504","남","유료회원","초1학년"
"34910","남","유료회원","초6학년"
"11140","여","유료회원","초4학년"
"48503","남","유료회원","초3학년"
"51009","남","유료회원","초6학년"
"47944","남","유료회원","초4학년"
"54606","여","유료회원","초6학년"
"59344","남","유료회원","초2학년"
"73818","남","유료회원","초3학년"
"8734","여","유료회원","초3학년"
"43235","남","유료회원","초1학년"
"47946","정보없음","유료회원","초2학년"
"53900","남","유료회원","초1학년"
"28906","여","유료회원","초3학년"
"2805","남","유료회원","초4학년"
"7622","여","유료회원","초5학년"
"30839","남","유료회원","초4학년"
"56779","남","유료회원","초1학년"
"91757","여","유료회원","초4학년"
"53106","남","유료회원","초1학년"
"13155","여","유료회원","초6학년"
"42273","남","유료회원","초2학년"
"905","남","유료회원","초3학년"
"3197","남","유료회원","초2학년"
"10552","남","유료회원","초5학년"
"88595","여","유료회원","초3학년"
"20481","여","유료회원","초4학년"
"75326","여","유료회원","초5학년"
"19974","남","유료회원","초2학년"
"22073","남","유료회원","초2학년"
"9006","여","유료회원","초6학년"
"12285","남","유료회원","초5학년"
"22128","남","유료회원","초2학년"
"89581","남","유료회원","초3학년"
"89539","여","유료회원","초6학년"
"62459","여","유료회원","초6학년"
"11976","여","유료회원","초2학년"
"14527","여","유료회원","초6학년"
"66351","남","유료회원","초1학년"
"10518","여","유료회원","초3학년"
"196","남","유료회원","초5학년"
"78305","여","유료회원","초5학년"
"7321","여","유료회원","초3학년"
"73608","여","유료회원","초1학년"
"9638","여","유료회원","초2학년"
"30857","남","유료회원","초4학년"
"135","남","유료회원","초4학년"
"16963","남","유료회원","초2학년"
"48707","여","유료회원","0학년"
"32938","정보없음","유료회원","초5학년"
"21085","남","유료회원","초2학년"
"31872","여","유료회원","초4학년"
"32110","여","유료회원","초3학년"
"12205","여","유료회원","초3학년"
"48850","여","유료회원","초4학년"
"87230","여","유료회원","초2학년"
"8441","여","유료회원","초3학년"
"28276","남","유료회원","초5학년"
"10890","남","유료회원","초3학년"
"6359","남","유료회원","초5학년"
"55254","여","유료회원","초1학년"
"48656","남","유료회원","초3학년"
"44217","남","유료회원","초3학년"
"39215","남","유료회원","초4학년"
"8652","여","유료회원","초3학년"
"35414","남","유료회원","초1학년"
"13213","여","유료회원","초2학년"
"32255","남","유료회원","초4학년"
"13855","남","유료회원","초3학년"
"65081","여","유료회원","초3학년"
"29301","남","유료회원","초4학년"
"8184","남","유료회원","초5학년"
"7150","남","유료회원","초4학년"
"82744","여","유료회원","초1학년"
"66056","여","유료회원","초4학년"
"85960","남","유료회원","0학년"
"12086","여","유료회원","초4학년"
"32473","여","유료회원","초3학년"
"49549","여","유료회원","초4학년"
"3882","여","유료회원","초2학년"
"39457","남","유료회원","초6학년"
"9757","남","유료회원","초5학년"
"91555","여","유료회원","초3학년"
"23365","여","유료회원","초4학년"
"13303","여","유료회원","0학년"
"80092","남","유료회원","초6학년"
"76237","남","유료회원","초5학년"
"18119","남","유료회원","초4학년"
"76846","남","유료회원","초3학년"
"36387","남","유료회원","초1학년"
"18175","남","유료회원","초5학년"
"66855","남","유료회원","초5학년"
"32689","남","유료회원","초4학년"
"19447","여","유료회원","초5학년"
"3250","여","유료회원","초2학년"
"29919","정보없음","유료회원","초2학년"
"73246","남","유료회원","초6학년"
"63947","여","유료회원","초1학년"
"10867","여","유료회원","초6학년"
"18611","여","유료회원","초3학년"
"31183","남","유료회원","초2학년"
"74715","여","유료회원","초1학년"
"20585","남","유료회원","초3학년"
"33547","여","유료회원","초6학년"
"3212","정보없음","유료회원","초2학년"
"69900","여","유료회원","초3학년"
"44617","남","유료회원","초6학년"
"93736","남","유료회원","초2학년"
"73961","남","유료회원","초2학년"
"22778","여","유료회원","초3학년"
"1565","남","유료회원","초2학년"
"24995","여","유료회원","초2학년"
"16855","남","유료회원","초3학년"
"66201","여","유료회원","초3학년"
"31372","여","유료회원","초3학년"
"89971","남","유료회원","0학년"
"55547","남","유료회원","초4학년"
"51069","남","유료회원","초2학년"
"68240","여","유료회원","초5학년"
"85958","남","유료회원","초1학년"
"2382","남","유료회원","초3학년"
"19337","여","유료회원","초4학년"
"2076","여","유료회원","초4학년"
"7906","남","유료회원","초6학년"
"86193","여","유료회원","0학년"
"70155","남","유료회원","초4학년"
"41068","여","유료회원","초5학년"
"41876","남","유료회원","초1학년"
"24754","여","유료회원","초5학년"
"58091","남","유료회원","초2학년"
"74423","여","유료회원","초2학년"
"40665","정보없음","유료회원","초5학년"
"47491","남","유료회원","초1학년"
"18779","여","유료회원","초4학년"
"2316","남","유료회원","초3학년"
"16325","여","유료회원","초3학년"
"44815","남","유료회원","초3학년"
"11064","여","유료회원","초4학년"
"94631","남","유료회원","초2학년"
"4694","남","유료회원","초2학년"
"59552","남","유료회원","초3학년"
"43175","남","유료회원","0학년"
"80587","여","유료회원","초3학년"
"9113","남","유료회원","초3학년"
"101","남","유료회원","초3학년"
"35236","여","유료회원","초4학년"
"22434","남","유료회원","0학년"
"47456","여","유료회원","초6학년"
"21873","여","유료회원","초3학년"
"19558","남","유료회원","초2학년"
"45371","남","유료회원","초3학년"
"48074","여","유료회원","초2학년"
"23918","여","유료회원","초4학년"
"24882","남","유료회원","초3학년"
"82532","여","유료회원","초4학년"
"39421","여","유료회원","초2학년"
"101690","여","유료회원","초1학년"
"1713","남","유료회원","초2학년"
"37428","여","유료회원","초3학년"
"19016","여","유료회원","초1학년"
"59581","남","유료회원","초4학년"
"44102","여","유료회원","초1학년"
"11826","남","유료회원","초4학년"
"11873","여","유료회원","초4학년"
"64651","남","유료회원","초5학년"
"51028","남","유료회원","초4학년"
"17769","여","유료회원","초5학년"
"19667","여","유료회원","초3학년"
"8712","남","유료회원","0학년"
"44180","여","유료회원","초4학년"
"11141","남","유료회원","초2학년"
"61461","남","유료회원","초2학년"
"66737","여","유료회원","초4학년"
"24106","여","유료회원","초3학년"
"20376","여","유료회원","초6학년"
"47697","남","유료회원","초3학년"
"50712","여","유료회원","초5학년"
"14930","여","유료회원","초4학년"
"53794","여","유료회원","초4학년"
"53427","남","유료회원","초1학년"
"58432","남","유료회원","초2학년"
"11172","여","유료회원","초2학년"
"91962","남","유료회원","초5학년"
"24511","여","유료회원","초5학년"
"23424","정보없음","유료회원","초4학년"
"17441","여","유료회원","초1학년"
"19571","여","유료회원","초6학년"
"50139","남","유료회원","초3학년"
"2667","여","유료회원","초1학년"
"38833","여","이월","초4학년"
"95192","남","유료회원","초2학년"
"10088","남","유료회원","초2학년"
"17294","남","유료회원","초3학년"
"39665","여","유료회원","초3학년"
"9635","여","유료회원","초2학년"
"44154","정보없음","유료회원","초2학년"
"12116","여","유료회원","초3학년"
"8089","여","유료회원","초4학년"
"9862","여","유료회원","초4학년"
"21866","여","유료회원","초5학년"
"79891","여","유료회원","초2학년"
"38648","남","유료회원","초5학년"
"52149","남","유료회원","초2학년"
"8818","남","유료회원","초2학년"
"29271","남","유료회원","초1학년"
"19715","여","유료회원","초4학년"
"36428","여","유료회원","초5학년"
"6832","남","유료회원","초3학년"
"29589","남","유료회원","0학년"
"75671","남","유료회원","초1학년"
"66661","남","유료회원","초2학년"
"16845","여","유료회원","초3학년"
"22960","여","유료회원","초3학년"
"100888","남","유료회원","초1학년"
"312","여","유료회원","초6학년"
"22125","여","유료회원","초5학년"
"36201","여","유료회원","초4학년"
"46494","여","유료회원","초2학년"
"13885","남","유료회원","초4학년"
"33204","여","유료회원","초6학년"
"50058","남","유료회원","초1학년"
"16458","남","유료회원","초4학년"
"10164","여","유료회원","초6학년"
"45133","여","유료회원","초2학년"
"15876","남","유료회원","초5학년"
"25057","남","유료회원","초1학년"
"7741","여","유료회원","초3학년"
"5214","남","유료회원","초3학년"
"27999","남","유료회원","초3학년"
"53847","여","유료회원","초5학년"
"58120","남","유료회원","초4학년"
"2872","여","유료회원","초4학년"
"56969","남","유료회원","초3학년"
"30989","남","유료회원","초5학년"
"37437","여","유료회원","초1학년"
"8756","남","유료회원","초3학년"
"7875","남","유료회원","초6학년"
"79794","남","유료회원","초1학년"
"8531","여","유료회원","초3학년"
"66082","정보없음","유료회원","초2학년"
"18493","여","유료회원","초5학년"
"66982","여","유료회원","초1학년"
"41340","남","유료회원","초3학년"
"13086","정보없음","유료회원","초3학년"
"43983","남","유료회원","초1학년"
"18202","여","유료회원","초4학년"
"67473","남","유료회원","초1학년"
"33262","남","유료회원","초3학년"
"16145","정보없음","유료회원","초4학년"
"63228","여","유료회원","초3학년"
"45230","남","유료회원","초3학년"
"78649","여","유료회원","초3학년"
"13954","남","유료회원","초5학년"
"78815","남","유료회원","초2학년"
"716","여","유료회원","초4학년"
"85352","정보없음","유료회원","초3학년"
"22885","여","유료회원","초6학년"
"87717","남","유료회원","0학년"
"2998","남","유료회원","초3학년"
"412","남","유료회원","초5학년"
"32151","여","유료회원","초4학년"
"53254","남","유료회원","초4학년"
"2342","정보없음","유료회원","초4학년"
"13767","남","유료회원","초5학년"
"8622","남","유료회원","초6학년"
"45030","남","유료회원","초2학년"
"29289","여","유료회원","초4학년"
"64487","남","유료회원","초2학년"
"25847","정보없음","유료회원","초6학년"
"33291","여","유료회원","초6학년"
"35400","여","유료회원","초3학년"
"46301","여","유료회원","초3학년"
"90961","남","유료회원","초4학년"
"23634","여","유료회원","초4학년"
"185","남","유료회원","초1학년"
"2681","남","유료회원","초6학년"
"48648","남","유료회원","초4학년"
"72006","남","유료회원","초2학년"
"52357","남","유료회원","초4학년"
"21159","남","유료회원","초2학년"
"3954","남","유료회원","0학년"
"3789","여","유료회원","초6학년"
"58214","남","유료회원","초5학년"
"15416","여","유료회원","초4학년"
"29413","남","유료회원","초4학년"
"4904","여","유료회원","초2학년"
"54627","남","유료회원","초4학년"
"37054","여","유료회원","초2학년"
"39507","여","유료회원","초1학년"
"23955","여","유료회원","초4학년"
"24123","남","유료회원","초3학년"
"30658","남","유료회원","초2학년"
"53359","남","유료회원","초3학년"
"8027","남","유료회원","초4학년"
"35995","여","유료회원","초4학년"
"24096","여","유료회원","초4학년"
"95441","남","유료회원","초3학년"
"64843","여","유료회원","초2학년"
"91651","여","유료회원","초1학년"
"22364","남","학습만료","초4학년"
"8498","남","유료회원","초3학년"
"3467","남","유료회원","초3학년"
"23000","남","유료회원","초5학년"
"31099","여","유료회원","초3학년"
"3474","남","유료회원","초5학년"
"61807","여","유료회원","초2학년"
"9032","남","유료회원","초4학년"
"11076","남","유료회원","초5학년"
"18664","여","유료회원","초2학년"
"17446","남","유료회원","초2학년"
"40331","여","유료회원","초4학년"
"63345","여","유료회원","초1학년"
"87571","남","유료회원","초1학년"
"72129","여","유료회원","초2학년"
"71397","정보없음","유료회원","초4학년"
"62444","남","유료회원","초5학년"
"13466","여","유료회원","초4학년"
"68519","여","유료회원","초3학년"
"24592","남","유료회원","초4학년"
"21678","여","유료회원","초4학년"
"25902","여","유료회원","초5학년"
"25066","여","유료회원","초4학년"
"12287","여","유료회원","초5학년"
"41685","여","유료회원","초2학년"
"25860","여","유료회원","초6학년"
"32836","여","유료회원","초2학년"
"15306","여","유료회원","초5학년"
"83927","여","유료회원","초5학년"
"3407","여","유료회원","초5학년"
"18282","여","유료회원","초5학년"
"7963","여","유료회원","초4학년"
"27815","남","유료회원","초6학년"
"36042","남","유료회원","초5학년"
"77484","남","유료회원","0학년"
"84905","여","유료회원","초2학년"
"78188","남","유료회원","초4학년"
"51507","여","유료회원","초1학년"
"50134","여","유료회원","초6학년"
"13980","여","유료회원","초5학년"
"23475","여","유료회원","초4학년"
"36690","남","유료회원","초1학년"
"2361","여","유료회원","초6학년"
"50371","남","유료회원","초4학년"
"7176","남","유료회원","초3학년"
"55021","여","유료회원","초2학년"
"39159","남","유료회원","초1학년"
"49332","남","유료회원","초1학년"
"5104","남","유료회원","초6학년"
"82879","남","유료회원","0학년"
"31074","남","유료회원","초5학년"
"12595","여","유료회원","초5학년"
"6037","여","유료회원","초4학년"
"1426","남","유료회원","초6학년"
"24035","남","유료회원","초3학년"
"36045","남","유료회원","초3학년"
"53912","남","유료회원","초1학년"
"57484","여","유료회원","초2학년"
"52646","여","유료회원","초5학년"
"89397","남","유료회원","초1학년"
"32933","여","유료회원","초5학년"
"24541","남","유료회원","초2학년"
"52613","남","유료회원","초3학년"
"12672","남","유료회원","초6학년"
"76701","남","유료회원","초4학년"
"22886","여","유료회원","초6학년"
"48591","남","유료회원","초1학년"
"4991","여","유료회원","초2학년"
"16569","남","유료회원","초3학년"
"41489","남","유료회원","초4학년"
"16560","여","유료회원","초5학년"
"74058","정보없음","유료회원","초1학년"
"44366","남","유료회원","초3학년"
"8428","남","유료회원","초6학년"
"83700","여","유료회원","초5학년"
"2131","남","유료회원","초5학년"
"79603","여","유료회원","초3학년"
"24472","남","유료회원","초3학년"
"28517","남","유료회원","초4학년"
"42146","남","유료회원","초4학년"
"23461","남","유료회원","초2학년"
"66983","여","유료회원","초5학년"
"40009","남","유료회원","초3학년"
"87584","여","유료회원","초5학년"
"53705","여","유료회원","초2학년"
"60040","여","유료회원","초3학년"
"44566","여","유료회원","초5학년"
"75798","남","유료회원","초1학년"
"41310","남","유료회원","초3학년"
"4952","여","유료회원","초6학년"
"89184","남","유료회원","0학년"
"51716","여","유료회원","초2학년"
"30789","남","유료회원","초2학년"
"67454","남","유료회원","초4학년"
"62162","여","유료회원","초3학년"
"24006","남","유료회원","초5학년"
"68638","여","유료회원","초1학년"
"27925","남","유료회원","초2학년"
"40392","여","유료회원","초2학년"
"42311","여","유료회원","초2학년"
"35735","여","유료회원","초2학년"
"8261","여","유료회원","초3학년"
"98433","남","유료회원","초3학년"
"12092","여","유료회원","초4학년"
"80170","남","유료회원","초4학년"
"25370","남","유료회원","초5학년"
"5663","남","유료회원","초2학년"
"88048","남","유료회원","초5학년"
"57886","여","유료회원","초1학년"
"9124","남","유료회원","초3학년"
"51990","남","유료회원","초4학년"
"80199","남","유료회원","초3학년"
"51021","남","유료회원","초3학년"
"44932","여","유료회원","초6학년"
"81449","남","유료회원","초5학년"
"91502","남","유료회원","초1학년"
"31782","남","유료회원","초3학년"
"50911","여","유료회원","초6학년"
"66679","여","유료회원","초1학년"
"89773","여","유료회원","초3학년"
"12685","남","유료회원","초4학년"
"84269","남","유료회원","초5학년"
"4324","여","유료회원","초4학년"
"7844","남","유료회원","초2학년"
"776","남","유료회원","초5학년"
"71242","남","유료회원","초4학년"
"39710","여","유료회원","초2학년"
"19260","남","유료회원","초6학년"
"26862","남","유료회원","초4학년"
"4297","여","유료회원","초3학년"
"75260","남","유료회원","초3학년"
"26510","남","유료회원","초4학년"
"79898","남","유료회원","초1학년"
"18218","여","유료회원","초2학년"
"8434","남","유료회원","초3학년"
"46896","남","유료회원","초1학년"
"71013","여","유료회원","초2학년"
"62700","여","유료회원","초2학년"
"27251","남","유료회원","초2학년"
"3585","여","유료회원","초1학년"
"31443","여","유료회원","초2학년"
"7618","남","유료회원","초5학년"
"67166","남","유료회원","초2학년"
"98464","남","유료회원","초3학년"
"9147","여","유료회원","초2학년"
"23597","여","유료회원","초5학년"
"40852","남","유료회원","초1학년"
"33668","남","유료회원","초6학년"
"28483","남","유료회원","초6학년"
"19037","여","유료회원","초2학년"
"41013","여","유료회원","초2학년"
"4124","남","유료회원","초4학년"
"22696","여","유료회원","초5학년"
"12732","여","유료회원","초6학년"
"95436","남","유료회원","초3학년"
"54189","남","유료회원","초4학년"
"64821","여","유료회원","초2학년"
"84243","남","유료회원","초5학년"
"40540","남","유료회원","초5학년"
"2127","여","유료회원","초4학년"
"5375","여","유료회원","초5학년"
"51018","남","유료회원","초5학년"
"68808","남","유료회원","초4학년"
"26912","남","유료회원","초6학년"
"94427","남","유료회원","초2학년"
"12108","남","유료회원","초2학년"
"38421","여","유료회원","초1학년"
"15476","여","유료회원","초3학년"
"50011","여","유료회원","초3학년"
"36809","여","유료회원","초4학년"
"51020","여","유료회원","초5학년"
"7066","남","유료회원","초4학년"
"24517","여","유료회원","초4학년"
"5938","여","유료회원","초3학년"
"6529","남","유료회원","초5학년"
"33996","남","유료회원","초1학년"
"68445","남","유료회원","초6학년"
"9420","남","유료회원","초2학년"
"42721","여","유료회원","초2학년"
"79335","남","유료회원","초6학년"
"24513","여","유료회원","초4학년"
"82986","남","유료회원","초4학년"
"34149","남","유료회원","초2학년"
"43641","여","유료회원","초3학년"
"82981","남","유료회원","초2학년"
"24446","남","유료회원","초3학년"
"95042","남","유료회원","초4학년"
"52865","남","유료회원","초1학년"
"59042","남","유료회원","초2학년"
"87374","여","유료회원","0학년"
"28489","여","유료회원","초3학년"
"56786","여","유료회원","초2학년"
"31908","남","유료회원","초3학년"
"34560","여","유료회원","초4학년"
"29603","남","유료회원","초3학년"
"34992","여","유료회원","초3학년"
"19567","남","유료회원","초1학년"
"54296","여","유료회원","초2학년"
"36766","여","유료회원","초3학년"
"82689","남","유료회원","초3학년"
"819","여","유료회원","초5학년"
"28835","남","유료회원","초6학년"
"46742","남","유료회원","0학년"
"18039","여","유료회원","초6학년"
"38313","여","유료회원","초4학년"
"28053","여","유료회원","0학년"
"20580","남","유료회원","초4학년"
"18201","정보없음","유료회원","초2학년"
"37681","여","유료회원","초5학년"
"44684","여","유료회원","초6학년"
"46239","남","유료회원","초6학년"
"20146","남","유료회원","초3학년"
"51480","남","유료회원","초3학년"
"23687","여","유료회원","초5학년"
"2252","여","유료회원","초6학년"
"7978","남","유료회원","초2학년"
"16349","남","유료회원","초5학년"
"42738","남","유료회원","초2학년"
"93529","남","유료회원","초5학년"
"61730","여","유료회원","초3학년"
"13854","여","유료회원","초3학년"
"61241","여","유료회원","초6학년"
"12740","여","유료회원","초1학년"
"76353","여","유료회원","초2학년"
"98334","남","유료회원","초2학년"
"78622","남","유료회원","초2학년"
"91138","남","유료회원","초3학년"
"12101","여","유료회원","초4학년"
"25316","여","유료회원","초4학년"
"40247","남","유료회원","초3학년"
"8802","여","유료회원","초2학년"
"92868","남","유료회원","초2학년"
"9322","정보없음","유료회원","초4학년"
"25024","남","유료회원","초2학년"
"8611","여","유료회원","초2학년"
"19970","여","유료회원","초2학년"
"64128","정보없음","유료회원","초1학년"
"80125","여","유료회원","초3학년"
"1133","남","유료회원","초5학년"
"73439","정보없음","유료회원","초4학년"
"16189","남","유료회원","초3학년"
"56649","남","유료회원","초6학년"
"3294","여","유료회원","초2학년"
"36664","남","유료회원","초4학년"
"33429","남","유료회원","초4학년"
"39246","남","유료회원","초4학년"
