"idx","sex","status","grade"
"46663","여","유료회원","초2학년"
"88506","남","유료회원","초3학년"
"41882","여","유료회원","초4학년"
"68202","남","유료회원","초5학년"
"12868","여","유료회원","초3학년"
"67837","여","유료회원","초1학년"
"47566","여","유료회원","초3학년"
"58943","여","유료회원","초5학년"
"51114","여","유료회원","0학년"
"6181","남","유료회원","초2학년"
"29435","여","유료회원","초4학년"
"16124","여","유료회원","초4학년"
"25262","남","유료회원","초2학년"
"69869","남","유료회원","초5학년"
"11748","남","유료회원","초1학년"
"23907","여","유료회원","초4학년"
"99141","정보없음","유료회원","초3학년"
"18167","남","유료회원","초1학년"
"41441","여","유료회원","초4학년"
"49736","남","유료회원","초1학년"
"74962","여","유료회원","초5학년"
"92906","여","유료회원","초5학년"
"25827","여","유료회원","초1학년"
"97600","남","유료회원","초5학년"
"40284","남","유료회원","초2학년"
"21045","남","유료회원","초2학년"
"13963","남","유료회원","초3학년"
"9410","남","유료회원","초2학년"
"27658","여","유료회원","초4학년"
"8841","여","유료회원","초5학년"
"60937","여","유료회원","초6학년"
"64915","여","유료회원","초5학년"
"52953","남","유료회원","초4학년"
"76072","여","유료회원","초2학년"
"61556","여","유료회원","초5학년"
"85924","남","유료회원","초4학년"
"9934","남","유료회원","초4학년"
"67717","남","유료회원","초6학년"
"61267","여","유료회원","초4학년"
"24851","여","유료회원","0학년"
"47384","남","유료회원","초3학년"
"15273","여","유료회원","초6학년"
"30743","남","유료회원","초2학년"
"14094","여","유료회원","초2학년"
"66496","여","유료회원","초5학년"
"30213","남","유료회원","초4학년"
"90317","여","유료회원","초6학년"
"25618","남","유료회원","초3학년"
"77145","여","유료회원","초5학년"
"32809","여","유료회원","초6학년"
"60131","남","유료회원","초2학년"
"12704","남","유료회원","초5학년"
"1797","남","유료회원","초5학년"
"12561","여","유료회원","초4학년"
"39568","남","유료회원","초5학년"
"13868","여","유료회원","초1학년"
"24798","여","유료회원","초2학년"
"35982","여","유료회원","초4학년"
"32292","여","유료회원","초5학년"
"98434","여","유료회원","초2학년"
"29813","여","유료회원","초2학년"
"21365","남","유료회원","초1학년"
"14424","남","유료회원","초3학년"
"38848","정보없음","유료회원","초6학년"
"24474","여","유료회원","초4학년"
"67768","여","신규","초5학년"
"44390","남","유료회원","초6학년"
"17886","남","유료회원","초5학년"
"11505","여","유료회원","초5학년"
"3811","여","유료회원","초6학년"
"10540","여","유료회원","초2학년"
"61422","여","유료회원","초4학년"
"22583","여","유료회원","초5학년"
"37239","여","유료회원","초6학년"
"27280","여","유료회원","초3학년"
"26773","여","유료회원","초5학년"
"63392","남","유료회원","초4학년"
"97466","남","유료회원","초2학년"
"59034","남","유료회원","초1학년"
"8029","남","유료회원","초5학년"
"48687","남","유료회원","초2학년"
"30342","남","유료회원","초3학년"
"17514","남","유료회원","초2학년"
"65327","여","유료회원","초2학년"
"6667","남","유료회원","초4학년"
"42074","여","유료회원","초5학년"
"59939","남","유료회원","초4학년"
"40929","여","유료회원","초4학년"
"57643","남","유료회원","초4학년"
"52190","여","유료회원","초3학년"
"2637","여","재구매","초4학년"
"76419","여","유료회원","초4학년"
"25874","남","유료회원","초1학년"
"44410","남","유료회원","0학년"
"6072","남","유료회원","초5학년"
"31592","여","유료회원","초1학년"
"38567","남","유료회원","초4학년"
"22590","여","유료회원","초2학년"
"16636","남","유료회원","초4학년"
"40443","남","유료회원","초2학년"
"95765","남","유료회원","초1학년"
"28745","여","유료회원","초2학년"
"16658","여","유료회원","초5학년"
"25297","남","유료회원","초3학년"
"41546","남","유료회원","초1학년"
"66697","여","유료회원","초6학년"
"3862","여","학습만료","초5학년"
"40695","남","유료회원","초5학년"
"75171","여","유료회원","초2학년"
"8113","여","유료회원","초1학년"
"12055","여","유료회원","초3학년"
"14982","여","유료회원","초2학년"
"26259","여","유료회원","초1학년"
"33656","여","유료회원","초6학년"
"61504","남","유료회원","초4학년"
"25994","남","유료회원","초5학년"
"28239","남","유료회원","초3학년"
"87195","여","유료회원","초2학년"
"15526","여","유료회원","초4학년"
"56087","남","유료회원","초1학년"
"32371","여","유료회원","초4학년"
"10729","남","유료회원","초4학년"
"47214","여","유료회원","초1학년"
"46262","여","유료회원","초1학년"
"1304","남","유료회원","초4학년"
"12787","남","유료회원","초3학년"
"56184","여","유료회원","0학년"
"5514","남","유료회원","초5학년"
"33153","여","유료회원","초2학년"
"24580","여","유료회원","초6학년"
"37008","여","유료회원","초5학년"
"4906","남","유료회원","0학년"
"82124","여","유료회원","초1학년"
"13734","여","유료회원","초3학년"
"9163","여","유료회원","초4학년"
"48095","남","유료회원","초6학년"
"39755","남","유료회원","초4학년"
"81089","남","유료회원","초4학년"
"20669","여","유료회원","초6학년"
"80130","남","유료회원","초4학년"
"61695","정보없음","유료회원","0학년"
"57089","남","유료회원","초6학년"
"9657","남","유료회원","초4학년"
"5505","남","유료회원","초4학년"
"34894","남","유료회원","초5학년"
"52272","남","유료회원","초4학년"
"44399","남","유료회원","초4학년"
"100566","남","유료회원","초2학년"
"6533","여","유료회원","초2학년"
"56821","남","유료회원","초1학년"
"25630","남","유료회원","초4학년"
"15283","남","유료회원","초5학년"
"1896","여","유료회원","초2학년"
"13602","여","유료회원","초5학년"
"93868","남","유료회원","초3학년"
"94990","남","유료회원","초5학년"
"82334","남","유료회원","초3학년"
"28220","남","유료회원","초3학년"
"25766","여","유료회원","초4학년"
"32404","남","유료회원","초3학년"
"59940","남","유료회원","초4학년"
"24274","여","유료회원","초2학년"
"23513","남","유료회원","초5학년"
"87272","남","유료회원","초4학년"
"49456","남","유료회원","초4학년"
"48357","남","유료회원","초3학년"
"66072","남","유료회원","초1학년"
"49415","여","유료회원","초4학년"
"49717","남","유료회원","초3학년"
"68345","남","유료회원","초3학년"
"57298","남","유료회원","초3학년"
"52020","여","유료회원","초2학년"
"8997","여","유료회원","초4학년"
"52872","여","유료회원","0학년"
"95838","여","유료회원","초2학년"
"86342","남","유료회원","초6학년"
"80828","여","유료회원","초1학년"
"53030","남","유료회원","초2학년"
"58375","여","유료회원","초5학년"
"52123","남","유료회원","초5학년"
"57163","남","유료회원","초4학년"
"27399","남","유료회원","초3학년"
"89390","남","유료회원","초4학년"
"35242","남","유료회원","초2학년"
"92915","여","유료회원","초2학년"
"94961","여","유료회원","초1학년"
"95083","남","유료회원","초2학년"
"12626","여","유료회원","초2학년"
"41703","남","유료회원","초6학년"
"57987","남","유료회원","초3학년"
"33207","남","유료회원","초3학년"
"87992","남","유료회원","초5학년"
"49108","남","유료회원","초4학년"
"57238","남","유료회원","초4학년"
"88938","남","유료회원","초6학년"
"21268","여","유료회원","초5학년"
"68223","남","유료회원","초4학년"
"61468","여","유료회원","0학년"
"70018","남","유료회원","초5학년"
"12115","남","유료회원","초5학년"
"51532","남","유료회원","초4학년"
"26305","남","유료회원","초5학년"
"83648","남","유료회원","초5학년"
"17674","여","유료회원","초6학년"
"30071","여","유료회원","초6학년"
"34801","여","유료회원","초3학년"
"21833","여","유료회원","초4학년"
"79695","여","유료회원","초6학년"
"30204","여","유료회원","초6학년"
"26533","여","유료회원","초4학년"
"92251","여","유료회원","초4학년"
"33562","여","유료회원","초4학년"
"93155","남","유료회원","초6학년"
"79677","여","유료회원","초3학년"
"95058","여","유료회원","초3학년"
"8614","남","유료회원","초6학년"
"25248","남","유료회원","초5학년"
"68651","남","유료회원","초3학년"
"38965","남","유료회원","초6학년"
"57280","여","유료회원","초3학년"
"11910","여","유료회원","초6학년"
"63513","남","유료회원","초4학년"
"64285","여","유료회원","초1학년"
"7368","남","유료회원","초6학년"
"13851","남","유료회원","초3학년"
"15993","여","유료회원","초3학년"
"81622","여","유료회원","초2학년"
"7068","남","유료회원","초2학년"
"48621","여","유료회원","초4학년"
"59859","남","유료회원","초3학년"
"60080","남","유료회원","초1학년"
"7256","여","유료회원","초2학년"
"42105","남","유료회원","초5학년"
"5381","남","유료회원","초4학년"
"48884","남","유료회원","초2학년"
"3667","남","유료회원","초3학년"
"77220","여","유료회원","초2학년"
"75245","정보없음","유료회원","초4학년"
"81697","여","유료회원","초2학년"
"44953","정보없음","유료회원","초6학년"
"30624","남","유료회원","초3학년"
"50924","여","유료회원","초1학년"
"30262","여","유료회원","초5학년"
"70850","여","유료회원","초3학년"
"57256","여","유료회원","초4학년"
"32715","남","유료회원","초3학년"
"36875","여","유료회원","초4학년"
"54777","여","유료회원","초5학년"
"4276","여","유료회원","초5학년"
"35271","여","유료회원","초3학년"
"38344","여","유료회원","초2학년"
"46472","여","유료회원","초1학년"
"22182","남","유료회원","초4학년"
"41177","남","유료회원","초2학년"
"85953","남","유료회원","초6학년"
"85722","여","유료회원","초3학년"
"31655","남","유료회원","초3학년"
"68574","여","유료회원","초5학년"
"77274","남","유료회원","초4학년"
"43627","여","유료회원","초1학년"
"1995","여","유료회원","초5학년"
"24901","남","유료회원","초5학년"
"71251","정보없음","유료회원","0학년"
"46294","여","유료회원","초5학년"
"24336","여","유료회원","초2학년"
"29210","남","유료회원","초3학년"
"27960","여","유료회원","초4학년"
"58772","여","유료회원","0학년"
"12961","남","유료회원","초2학년"
"84299","여","유료회원","0학년"
"62519","여","유료회원","초4학년"
"50651","남","유료회원","초4학년"
"39906","남","유료회원","초4학년"
"52881","여","유료회원","초1학년"
"59071","여","유료회원","초3학년"
"13235","여","유료회원","0학년"
"45592","남","유료회원","초4학년"
"47722","정보없음","유료회원","초5학년"
"1163","남","유료회원","초5학년"
"36450","남","유료회원","초2학년"
"28848","남","유료회원","초3학년"
"16141","여","유료회원","초5학년"
"6726","여","유료회원","초2학년"
"64637","남","유료회원","초3학년"
"8002","여","유료회원","초4학년"
"77723","정보없음","유료회원","초5학년"
"91081","여","유료회원","초2학년"
"41151","남","유료회원","초5학년"
"10478","여","유료회원","초4학년"
"7613","여","유료회원","초6학년"
"13654","여","유료회원","초3학년"
"85208","남","유료회원","초4학년"
"98809","여","유료회원","초5학년"
"62413","남","유료회원","초5학년"
"57894","여","유료회원","초5학년"
"17420","남","유료회원","초5학년"
"33374","여","유료회원","초4학년"
"20007","남","유료회원","초3학년"
"60105","여","유료회원","초4학년"
"47381","여","유료회원","초4학년"
"20071","여","유료회원","초6학년"
"74955","여","유료회원","0학년"
"66283","남","유료회원","초1학년"
"52718","여","유료회원","초5학년"
"18330","남","유료회원","초2학년"
"47615","남","유료회원","초4학년"
"21208","여","유료회원","초4학년"
"83694","남","유료회원","초4학년"
"39154","남","유료회원","초5학년"
"72940","남","유료회원","초1학년"
"63434","남","유료회원","초2학년"
"5689","남","유료회원","초5학년"
"13169","여","유료회원","초5학년"
"50295","남","유료회원","초5학년"
"5460","남","유료회원","초4학년"
"82061","여","유료회원","초3학년"
"30285","여","유료회원","초4학년"
"20072","여","재구매","초2학년"
"20072","여","학습만료","초2학년"
"16796","남","유료회원","초6학년"
"21869","여","유료회원","초3학년"
"73141","여","유료회원","초3학년"
"47158","여","유료회원","초3학년"
"17019","남","유료회원","초5학년"
"36986","여","유료회원","초3학년"
"55531","여","유료회원","초4학년"
"58368","남","유료회원","초4학년"
"71689","여","유료회원","초2학년"
"51286","여","유료회원","초4학년"
"14204","여","유료회원","초5학년"
"96029","여","유료회원","초2학년"
"12259","여","유료회원","초5학년"
"7986","여","유료회원","초2학년"
"20361","여","유료회원","초3학년"
"4824","여","유료회원","초2학년"
"22278","여","유료회원","초6학년"
"88012","남","유료회원","초1학년"
"79741","남","유료회원","초3학년"
"26501","남","유료회원","초1학년"
"88860","남","유료회원","초4학년"
"10247","여","유료회원","초3학년"
"3642","남","유료회원","초3학년"
"42404","여","유료회원","초3학년"
"28878","여","유료회원","초5학년"
"15146","남","유료회원","초3학년"
"95309","여","유료회원","초5학년"
"90285","여","유료회원","초3학년"
"9966","여","유료회원","초2학년"
"15140","남","유료회원","초1학년"
"34548","남","유료회원","초1학년"
"26645","남","유료회원","초3학년"
"30156","여","유료회원","초2학년"
"68553","남","유료회원","초1학년"
"50389","여","유료회원","초1학년"
"14152","여","재구매","초5학년"
"24556","여","유료회원","초2학년"
"38852","남","유료회원","초3학년"
"39244","남","유료회원","0학년"
"52865","여","유료회원","초2학년"
"3509","여","유료회원","초4학년"
"21344","남","유료회원","초3학년"
"70521","남","유료회원","초2학년"
"27204","여","유료회원","초1학년"
"41828","여","유료회원","초4학년"
"33483","여","유료회원","초5학년"
"46997","남","유료회원","초5학년"
"57749","남","유료회원","초5학년"
"38541","여","유료회원","초3학년"
"10036","여","유료회원","초2학년"
"62261","남","유료회원","초2학년"
"3459","남","유료회원","초4학년"
"61765","남","유료회원","초6학년"
"1671","여","유료회원","초4학년"
"11101","남","유료회원","초4학년"
"28364","여","유료회원","초5학년"
"55639","남","유료회원","초1학년"
"21179","여","유료회원","초6학년"
"60180","남","유료회원","초2학년"
"57316","여","유료회원","초3학년"
"12309","여","유료회원","초4학년"
"57370","남","유료회원","초4학년"
"26339","여","유료회원","초4학년"
"19350","남","유료회원","초6학년"
"17034","여","유료회원","초2학년"
"51155","여","유료회원","초4학년"
"82173","남","유료회원","초6학년"
"36969","여","유료회원","초4학년"
"34452","남","유료회원","초2학년"
"72680","남","유료회원","초5학년"
"79964","여","유료회원","초3학년"
"14494","남","유료회원","초6학년"
"86854","여","유료회원","초4학년"
"23415","여","유료회원","초5학년"
"27240","남","유료회원","초2학년"
"6300","여","유료회원","초4학년"
"92510","정보없음","유료회원","초2학년"
"1993","남","유료회원","초4학년"
"39292","여","유료회원","초4학년"
"6587","여","유료회원","초2학년"
"8091","여","유료회원","초4학년"
"96978","남","유료회원","초2학년"
"24180","남","유료회원","초3학년"
"33179","정보없음","유료회원","초1학년"
"22465","여","유료회원","초4학년"
"1402","남","유료회원","초4학년"
"27686","여","유료회원","초3학년"
"39948","남","유료회원","0학년"
"42637","여","유료회원","초3학년"
"47170","여","유료회원","초4학년"
"28302","남","유료회원","초4학년"
"9762","여","유료회원","초5학년"
"15450","남","유료회원","초4학년"
"52551","여","유료회원","초4학년"
"86219","여","유료회원","초2학년"
"8008","남","유료회원","초2학년"
"64157","남","유료회원","초5학년"
"76454","남","유료회원","초5학년"
"50610","남","유료회원","초3학년"
"10265","남","유료회원","초4학년"
"46336","여","유료회원","초1학년"
"11274","남","유료회원","초1학년"
"25567","남","재구매","초3학년"
"23346","남","유료회원","초2학년"
"55101","여","유료회원","초4학년"
"95713","여","유료회원","초1학년"
"78190","남","유료회원","초1학년"
"8493","남","유료회원","초4학년"
"16418","여","유료회원","초4학년"
"56431","남","유료회원","초1학년"
"22047","남","유료회원","초4학년"
"25883","남","유료회원","초1학년"
"93685","남","유료회원","초2학년"
"93624","여","유료회원","초2학년"
"69308","여","유료회원","초5학년"
"51982","남","유료회원","초4학년"
"57482","여","유료회원","초5학년"
"55630","여","유료회원","초5학년"
"48478","여","유료회원","초4학년"
"6466","여","유료회원","초4학년"
"55588","남","유료회원","초2학년"
"47643","남","유료회원","초4학년"
"18955","여","유료회원","초1학년"
"66903","여","유료회원","초1학년"
"51903","여","유료회원","초1학년"
"36153","남","유료회원","초2학년"
"12530","여","유료회원","초2학년"
"58578","남","유료회원","초4학년"
"63133","남","유료회원","초2학년"
"28854","여","유료회원","초1학년"
"12001","여","유료회원","초4학년"
"11645","남","유료회원","초5학년"
"42047","여","유료회원","초1학년"
"31098","남","유료회원","초4학년"
"26654","남","유료회원","초4학년"
"12539","여","유료회원","초4학년"
"93438","남","유료회원","초2학년"
"22721","여","유료회원","초5학년"
"93184","여","유료회원","초3학년"
"28069","남","유료회원","초5학년"
"5317","여","유료회원","초5학년"
"8957","남","유료회원","초6학년"
"9536","남","유료회원","초2학년"
"31267","여","유료회원","초5학년"
"7229","여","유료회원","초3학년"
"4183","여","유료회원","초5학년"
"30014","남","유료회원","초3학년"
"82111","여","유료회원","초6학년"
"84103","여","유료회원","초5학년"
"44142","남","유료회원","초3학년"
"48187","남","유료회원","초1학년"
"80745","남","유료회원","초4학년"
"21853","남","유료회원","초3학년"
"58609","남","유료회원","초4학년"
"36377","여","유료회원","0학년"
"7542","여","유료회원","초2학년"
"79655","여","유료회원","초3학년"
"51940","남","유료회원","초5학년"
"71660","남","유료회원","초6학년"
"54754","남","유료회원","초3학년"
"97050","남","유료회원","초2학년"
"26521","남","유료회원","초6학년"
"34394","여","유료회원","초2학년"
"33421","남","유료회원","초4학년"
"16488","남","유료회원","초3학년"
"6673","여","유료회원","초3학년"
"60734","남","유료회원","초2학년"
"70656","남","유료회원","초2학년"
"32781","남","유료회원","초3학년"
"51717","남","유료회원","초4학년"
"49426","남","유료회원","초3학년"
"4706","남","유료회원","초5학년"
"70994","여","유료회원","초4학년"
"9822","여","유료회원","초3학년"
"27598","여","유료회원","초4학년"
"17510","여","유료회원","초6학년"
"94396","정보없음","유료회원","초2학년"
"9182","여","유료회원","초4학년"
"1011","남","유료회원","초5학년"
"90248","남","유료회원","초4학년"
"97631","여","유료회원","초1학년"
"89676","남","유료회원","초5학년"
"21404","여","유료회원","초5학년"
"48593","여","유료회원","초4학년"
"93092","정보없음","유료회원","초2학년"
"11420","남","유료회원","초6학년"
"12680","여","유료회원","초4학년"
"92232","남","유료회원","초2학년"
"21219","남","유료회원","초3학년"
"33305","여","유료회원","초5학년"
"7669","남","유료회원","초4학년"
"12682","남","유료회원","초1학년"
"27629","여","유료회원","초4학년"
"59191","남","유료회원","초6학년"
"4663","남","유료회원","초1학년"
"17215","남","유료회원","초5학년"
"37335","남","유료회원","초4학년"
"96854","남","유료회원","초1학년"
"44765","남","유료회원","초3학년"
"12951","여","유료회원","초6학년"
"45330","여","유료회원","초1학년"
"14342","남","유료회원","초1학년"
"14906","여","유료회원","초4학년"
"84772","남","유료회원","초2학년"
"27140","남","유료회원","초2학년"
"8508","남","유료회원","초1학년"
"67777","남","유료회원","초3학년"
"21478","여","유료회원","초5학년"
"75056","남","유료회원","초3학년"
"63905","남","유료회원","초4학년"
"15116","남","유료회원","초6학년"
"28160","여","유료회원","초4학년"
"24193","남","유료회원","초5학년"
"37804","여","유료회원","초3학년"
"52153","여","유료회원","초2학년"
"56088","남","유료회원","초3학년"
"73027","남","유료회원","초4학년"
"10272","여","유료회원","초5학년"
"37967","여","유료회원","초4학년"
"69351","남","유료회원","초4학년"
"24026","남","유료회원","초2학년"
"67432","남","유료회원","초2학년"
"15588","남","유료회원","초4학년"
"25998","남","유료회원","초2학년"
"29055","여","유료회원","초6학년"
"39299","여","유료회원","초4학년"
"8086","여","유료회원","초3학년"
"84568","남","유료회원","초5학년"
"52135","여","유료회원","초3학년"
"15260","여","유료회원","초5학년"
"71390","여","유료회원","초5학년"
"66447","정보없음","유료회원","초5학년"
"28167","여","유료회원","초3학년"
"25477","남","유료회원","초5학년"
"39648","여","유료회원","초6학년"
"28763","여","유료회원","초4학년"
"98690","남","유료회원","초3학년"
"16306","여","유료회원","초5학년"
"41900","여","유료회원","초6학년"
"31254","여","유료회원","초5학년"
"43696","여","유료회원","초3학년"
"57024","여","유료회원","초4학년"
"97956","남","유료회원","0학년"
"51109","남","유료회원","초4학년"
"13206","남","유료회원","초4학년"
"92341","남","유료회원","초1학년"
"34595","남","유료회원","초5학년"
"49944","남","유료회원","초2학년"
"2892","남","유료회원","초3학년"
"18590","여","유료회원","초1학년"
"2662","여","유료회원","초5학년"
"8879","여","유료회원","초5학년"
"15160","여","유료회원","초3학년"
"59159","여","유료회원","초1학년"
"54391","여","유료회원","초1학년"
"13645","남","유료회원","초6학년"
"42589","남","유료회원","초2학년"
"62538","여","유료회원","초3학년"
"31985","남","유료회원","초3학년"
"75796","여","유료회원","초2학년"
"31641","남","유료회원","초4학년"
"14967","여","유료회원","초2학년"
"56326","남","유료회원","초1학년"
"58875","여","유료회원","초6학년"
"8690","여","유료회원","초4학년"
"9569","여","유료회원","초6학년"
"39295","남","유료회원","초3학년"
"19243","남","유료회원","초5학년"
"28687","남","이월","초6학년"
"7775","여","유료회원","초5학년"
"49940","남","유료회원","초5학년"
"82622","남","유료회원","초1학년"
"54056","남","유료회원","초4학년"
"33213","여","유료회원","초1학년"
"2640","남","유료회원","초6학년"
"5892","남","유료회원","초2학년"
"52197","남","유료회원","초6학년"
"41661","여","유료회원","초3학년"
"29499","여","유료회원","초1학년"
"60892","여","유료회원","초2학년"
"52976","남","유료회원","초2학년"
"50153","남","유료회원","초2학년"
"13502","여","유료회원","초5학년"
"8386","여","유료회원","초5학년"
"7419","여","유료회원","초4학년"
"46093","여","유료회원","초5학년"
"20459","남","유료회원","초5학년"
"42026","여","유료회원","초3학년"
"101412","남","유료회원","초2학년"
"20716","여","유료회원","초5학년"
"75761","남","유료회원","초6학년"
"64737","남","신규","초3학년"
"78042","정보없음","유료회원","초6학년"
"22627","여","유료회원","초4학년"
"37528","남","유료회원","초1학년"
"15517","남","유료회원","초3학년"
"14263","여","유료회원","초3학년"
"58957","여","유료회원","초4학년"
"13599","남","유료회원","초1학년"
"77974","여","유료회원","초2학년"
"49979","남","유료회원","초3학년"
"17115","여","유료회원","초5학년"
"2557","남","학습만료","초4학년"
"11078","여","유료회원","초4학년"
"64054","남","유료회원","초2학년"
"5773","남","유료회원","초4학년"
"35035","남","유료회원","초2학년"
"23705","여","유료회원","초4학년"
"55353","남","유료회원","초3학년"
"48255","남","유료회원","초4학년"
"38897","남","유료회원","초3학년"
"83062","여","유료회원","초4학년"
"11789","남","유료회원","초2학년"
"53111","남","유료회원","0학년"
"33605","여","유료회원","초5학년"
"102433","남","유료회원","초3학년"
"21307","여","유료회원","초4학년"
"54678","여","유료회원","초3학년"
"50568","여","유료회원","초6학년"
"73527","여","유료회원","초2학년"
"9291","여","유료회원","초5학년"
"32883","정보없음","유료회원","초6학년"
"37612","남","유료회원","초1학년"
"28734","남","유료회원","초6학년"
"18809","여","유료회원","초1학년"
"48626","남","유료회원","초1학년"
"76117","남","유료회원","초3학년"
"78646","남","유료회원","초2학년"
"15610","여","유료회원","초3학년"
"15044","남","유료회원","초5학년"
"8026","남","유료회원","0학년"
"78846","남","유료회원","초3학년"
"62937","남","유료회원","초4학년"
"57570","남","유료회원","초2학년"
"66073","여","유료회원","초3학년"
"31786","남","유료회원","초3학년"
"26664","남","유료회원","초5학년"
"42375","남","유료회원","초1학년"
"66688","남","유료회원","초5학년"
"28430","여","유료회원","초2학년"
"16190","여","유료회원","초4학년"
"75472","남","유료회원","초3학년"
"41832","여","유료회원","초2학년"
"31498","여","유료회원","초5학년"
"3773","남","유료회원","초5학년"
"33662","여","유료회원","초3학년"
"50211","남","유료회원","초6학년"
"34630","여","유료회원","초4학년"
"19770","여","유료회원","초6학년"
"16259","남","유료회원","초2학년"
"27057","여","유료회원","초4학년"
"5588","남","유료회원","초3학년"
"17941","남","유료회원","초5학년"
"20867","여","유료회원","초3학년"
"78240","정보없음","유료회원","초4학년"
"57286","여","유료회원","초4학년"
"24974","남","유료회원","초3학년"
"9063","여","유료회원","초6학년"
"18671","여","유료회원","초3학년"
"22224","남","유료회원","초5학년"
"20640","남","유료회원","초4학년"
"82091","여","유료회원","초5학년"
"27566","여","유료회원","초3학년"
"31211","여","유료회원","초6학년"
"64965","남","유료회원","초4학년"
"22642","여","유료회원","초3학년"
"5781","여","유료회원","초6학년"
"85616","남","유료회원","0학년"
"19182","남","유료회원","초2학년"
"16280","남","재구매","초3학년"
"59950","남","유료회원","초2학년"
"24093","남","유료회원","초4학년"
"5463","여","유료회원","초4학년"
"7248","여","유료회원","초2학년"
"1813","남","유료회원","초3학년"
"24206","남","유료회원","초3학년"
"43767","남","유료회원","초5학년"
"33377","남","유료회원","초4학년"
"54926","여","유료회원","초4학년"
"17079","여","유료회원","초4학년"
"534","남","유료회원","초4학년"
"3076","여","유료회원","초3학년"
"1318","남","유료회원","초4학년"
"27688","남","재구매","초3학년"
"27688","남","학습만료","초3학년"
"13045","정보없음","유료회원","초2학년"
"19563","남","유료회원","초4학년"
"62884","남","유료회원","초2학년"
"11691","남","유료회원","초6학년"
"91287","남","유료회원","초5학년"
"24767","남","유료회원","초1학년"
"102139","여","유료회원","초1학년"
"24673","남","유료회원","초6학년"
"34486","남","유료회원","초3학년"
"5921","남","유료회원","초2학년"
"29729","여","유료회원","초2학년"
"39261","여","유료회원","초4학년"
"46585","여","유료회원","초3학년"
"14257","여","유료회원","초3학년"
"19598","여","유료회원","초3학년"
"47853","남","유료회원","초5학년"
"18039","여","유료회원","초5학년"
"21876","여","유료회원","초6학년"
"48544","남","유료회원","초2학년"
"10232","남","유료회원","초3학년"
"45662","남","유료회원","초5학년"
"40035","남","유료회원","초5학년"
"6503","여","유료회원","초5학년"
"52952","남","유료회원","초6학년"
"1563","여","유료회원","초5학년"
"21001","남","유료회원","초5학년"
"47807","여","유료회원","초5학년"
"53306","남","유료회원","초3학년"
"660","남","유료회원","초2학년"
"55553","남","유료회원","초5학년"
"88516","여","유료회원","초1학년"
"58237","남","유료회원","초5학년"
"13170","여","유료회원","초3학년"
"48125","남","유료회원","초1학년"
"19074","남","유료회원","초1학년"
"3029","남","유료회원","초5학년"
"8626","여","유료회원","초3학년"
"34725","여","유료회원","초6학년"
"57954","여","유료회원","초3학년"
"56733","남","유료회원","초3학년"
"28683","여","유료회원","초1학년"
"8574","여","유료회원","초2학년"
"60603","남","유료회원","초3학년"
"40857","남","유료회원","초4학년"
"15304","여","유료회원","초3학년"
"28760","여","유료회원","초3학년"
"42959","남","유료회원","초1학년"
"7247","여","유료회원","초3학년"
"24984","여","유료회원","초4학년"
"5955","남","유료회원","초2학년"
"1884","남","유료회원","초5학년"
"27454","남","유료회원","초4학년"
"31373","남","유료회원","초3학년"
"19883","남","유료회원","초4학년"
"90230","남","유료회원","초1학년"
"34740","남","유료회원","초3학년"
"32144","남","유료회원","초6학년"
"55957","여","유료회원","초4학년"
"58396","여","유료회원","초2학년"
"20512","여","유료회원","초3학년"
"17624","여","유료회원","초3학년"
"46028","남","유료회원","초3학년"
"42910","남","유료회원","0학년"
"48576","남","유료회원","초3학년"
"49387","남","유료회원","초2학년"
"24292","남","유료회원","초3학년"
"25574","여","유료회원","초4학년"
"45845","여","유료회원","초2학년"
"41447","여","유료회원","초6학년"
"10491","남","유료회원","초5학년"
"67486","남","유료회원","초2학년"
"26085","여","유료회원","초5학년"
"1102","여","유료회원","초4학년"
"672","여","유료회원","초4학년"
"40891","여","유료회원","초4학년"
"39023","남","유료회원","초5학년"
"31301","여","유료회원","초3학년"
"60347","여","유료회원","초5학년"
"61202","남","유료회원","초5학년"
"17335","여","유료회원","초1학년"
"6435","남","유료회원","초3학년"
"75667","남","유료회원","초3학년"
"34041","남","유료회원","초5학년"
"77598","여","유료회원","초1학년"
"48112","여","유료회원","초3학년"
"56174","남","유료회원","초2학년"
"40401","여","유료회원","초5학년"
"97791","여","유료회원","초3학년"
"71006","여","유료회원","초2학년"
"14199","여","유료회원","초2학년"
"20753","여","유료회원","초6학년"
"36380","남","유료회원","초6학년"
"91511","여","유료회원","초1학년"
"51117","여","유료회원","초4학년"
"61889","여","유료회원","초4학년"
"42712","남","유료회원","초5학년"
"29381","정보없음","유료회원","초3학년"
"6263","남","유료회원","0학년"
"20824","여","유료회원","초4학년"
"6242","남","유료회원","초5학년"
"53867","남","유료회원","초5학년"
"23856","남","유료회원","초6학년"
"36701","여","유료회원","초5학년"
"32045","남","유료회원","초2학년"
"51803","남","유료회원","초2학년"
"46160","여","유료회원","초1학년"
"21272","남","유료회원","초3학년"
"7410","여","유료회원","초2학년"
"66409","남","유료회원","초3학년"
"7944","여","유료회원","초6학년"
"3415","여","유료회원","초5학년"
"4373","여","유료회원","초2학년"
"24014","남","유료회원","초6학년"
"55281","여","유료회원","초4학년"
"27683","여","유료회원","초1학년"
"43398","정보없음","유료회원","초4학년"
"29590","남","유료회원","초4학년"
