"idx","proc_ym","proc_ymd","point"
"96465","202306","20230624","1000"
"96465","202306","20230624","500"
"87940","202304","20230405","2000"
"87940","202304","20230405","3500"
"87940","202304","20230405","4000"
"87940","202304","20230405","3000"
"87940","202304","20230405","2500"
"88058","202304","20230405","3000"
"88058","202304","20230405","1000"
"88058","202304","20230405","1500"
"88058","202304","20230405","2500"
"88058","202304","20230405","500"
"88058","202304","20230405","2000"
"95844","202306","20230617","1500"
"95844","202306","20230617","1000"
"95050","202306","20230612","3500"
"95050","202306","20230612","4000"
"95050","202306","20230612","4500"
"92560","202305","20230511","1000"
"92560","202305","20230511","500"
"92560","202305","20230513","4000"
"92560","202305","20230513","3000"
"92560","202305","20230513","3500"
"92560","202305","20230513","4500"
"92389","202305","20230513","1500"
"92389","202305","20230513","500"
"92389","202305","20230513","1000"
"92389","202305","20230513","2500"
"92389","202305","20230513","2000"
"89171","202304","20230413","2500"
"89171","202304","20230413","3000"
"89171","202304","20230413","1000"
"89171","202304","20230413","3500"
"89171","202304","20230413","1500"
"89171","202304","20230413","500"
"89171","202304","20230413","4000"
"89171","202304","20230413","2000"
"93292","202305","20230519","4000"
"93292","202305","20230519","5000"
"93292","202305","20230519","3500"
"93292","202305","20230519","4500"
"89987","202306","20230613","4500"
"90179","202304","20230424","4000"
"90179","202304","20230424","3500"
"90179","202304","20230424","3000"
"90179","202304","20230424","4500"
"90179","202304","20230424","5000"
"90183","202304","20230424","4500"
"90183","202304","20230424","5000"
"90183","202304","20230424","4000"
"90506","202304","20230424","500"
"90506","202304","20230424","1000"
"90506","202304","20230424","2000"
"90506","202304","20230424","1500"
"94426","202306","20230628","5000"
"94426","202306","20230628","4500"
"96109","202306","20230628","5000"
"96109","202306","20230628","3500"
"96109","202306","20230628","4000"
"96109","202306","20230628","4500"
"87188","202304","20230412","4000"
"87188","202304","20230412","4500"
"87188","202304","20230412","5000"
"91801","202305","20230509","2000"
"91801","202305","20230509","4500"
"91801","202305","20230509","3500"
"91801","202305","20230509","2500"
"91801","202305","20230509","4000"
"91801","202305","20230509","500"
"91801","202305","20230509","5000"
"91801","202305","20230509","1000"
"91801","202305","20230509","1500"
"91801","202305","20230509","3000"
"91907","202305","20230509","2000"
"91907","202305","20230509","3000"
"91907","202305","20230509","5000"
"91907","202305","20230509","1500"
"91907","202305","20230509","2500"
"91907","202305","20230509","4500"
"91907","202305","20230509","1000"
"91907","202305","20230509","500"
"91907","202305","20230509","3500"
"91907","202305","20230509","4000"
"95954","202306","20230618","1500"
"95954","202306","20230618","2000"
"95954","202306","20230618","500"
"95954","202306","20230618","1000"
"89102","202304","20230411","1000"
"89102","202304","20230411","500"
"92394","202305","20230510","500"
"92394","202305","20230510","1000"
"92394","202305","20230510","2000"
"92394","202305","20230510","1500"
"92394","202305","20230510","2500"
"96366","202306","20230623","1000"
"96366","202306","20230623","500"
"96366","202306","20230623","1500"
"96366","202306","20230623","2000"
"92941","202305","20230517","5000"
"92941","202305","20230517","3500"
"92941","202305","20230517","3000"
"92941","202305","20230517","4000"
"92941","202305","20230517","2000"
"92941","202305","20230517","4500"
"92941","202305","20230517","2500"
"89763","202304","20230418","2500"
"89763","202304","20230418","4500"
"89763","202304","20230418","3000"
"89763","202304","20230418","3500"
"89763","202304","20230418","4000"
"91427","202304","20230429","500"
"91427","202304","20230429","1000"
"83864","202304","20230401","2500"
"83864","202304","20230401","3000"
"83864","202304","20230401","4500"
"83864","202304","20230401","4000"
"83864","202304","20230401","3500"
"88335","202304","20230417","4500"
"88335","202304","20230417","3000"
"88335","202304","20230417","1500"
"88335","202304","20230417","2000"
"88335","202304","20230417","4000"
"88335","202304","20230417","2500"
"88335","202304","20230417","1000"
"88335","202304","20230417","3500"
"89361","202304","20230417","5000"
"89361","202304","20230417","4500"
"89361","202304","20230417","4000"
"95635","202306","20230619","5000"
"95635","202306","20230619","4500"
"61489","202306","20230622","500"
"94606","202306","20230605","4000"
"94606","202306","20230605","5000"
"94606","202306","20230605","4500"
"93189","202305","20230518","500"
"93189","202305","20230518","1000"
"93189","202305","20230518","1500"
"92811","202305","20230518","3000"
"92811","202305","20230518","1000"
"92811","202305","20230518","2500"
"92811","202305","20230518","500"
"92811","202305","20230518","1500"
"92811","202305","20230518","2000"
"92811","202305","20230518","3500"
"88705","202304","20230414","2000"
"88705","202304","20230414","2500"
"87716","202304","20230405","1500"
"87716","202304","20230405","2000"
"87716","202304","20230405","2500"
"97075","202306","20230630","500"
"97075","202306","20230630","1000"
"97075","202306","20230630","2000"
"97075","202306","20230630","1500"
"95394","202306","20230612","500"
"95394","202306","20230612","1000"
"95394","202306","20230612","1500"
"95394","202306","20230612","2000"
"94861","202306","20230609","3500"
"94861","202306","20230609","3000"
"94861","202306","20230609","2500"
"88836","202304","20230413","4500"
"88836","202304","20230413","5000"
"88836","202304","20230413","4000"
"92496","202305","20230515","4500"
"92496","202305","20230515","5000"
"92496","202305","20230515","4000"
"90492","202304","20230424","2500"
"90492","202304","20230424","1000"
"90492","202304","20230424","1500"
"90492","202304","20230424","500"
"90492","202304","20230424","2000"
"90308","202304","20230424","2500"
"90308","202304","20230424","3000"
"90308","202304","20230424","4000"
"90308","202304","20230424","3500"
"90308","202304","20230424","4500"
"90323","202304","20230424","5000"
"90323","202304","20230424","4500"
"90323","202304","20230424","4000"
"90061","202304","20230424","3500"
"90061","202304","20230424","4000"
"90061","202304","20230424","5000"
"90061","202304","20230424","4500"
"88052","202304","20230404","4500"
"88052","202304","20230404","2000"
"88052","202304","20230404","4000"
"88052","202304","20230404","3500"
"88052","202304","20230404","2500"
"88052","202304","20230404","3000"
"88052","202304","20230404","500"
"88052","202304","20230404","1500"
"88052","202304","20230404","5000"
"88052","202304","20230404","1000"
"96826","202306","20230628","2500"
"96826","202306","20230628","2500"
"96826","202306","20230628","1000"
"96826","202306","20230628","1000"
"96826","202306","20230628","1500"
"96826","202306","20230628","1500"
"96826","202306","20230628","4500"
"96826","202306","20230628","4500"
"96826","202306","20230628","500"
"96826","202306","20230628","500"
"96826","202306","20230628","3500"
"96826","202306","20230628","3500"
"96826","202306","20230628","4000"
"96826","202306","20230628","4000"
"96826","202306","20230628","3000"
"96826","202306","20230628","3000"
"96826","202306","20230628","2000"
"96826","202306","20230628","2000"
"89877","202304","20230420","5000"
"89877","202304","20230420","4500"
"89877","202304","20230420","4000"
"94280","202305","20230530","1500"
"94280","202305","20230530","500"
"94280","202305","20230530","1000"
"94280","202305","20230530","2000"
"92562","202305","20230512","5000"
"92562","202305","20230512","1500"
"92562","202305","20230512","4000"
"92562","202305","20230512","3000"
"92562","202305","20230512","2000"
"92562","202305","20230512","4500"
"92562","202305","20230512","2500"
"92562","202305","20230512","3500"
"92434","202305","20230512","3500"
"92434","202305","20230512","3000"
"92448","202305","20230512","2500"
"93859","202305","20230526","3500"
"93859","202305","20230526","1000"
"93859","202305","20230526","3000"
"93859","202305","20230526","1500"
"93859","202305","20230526","500"
"93859","202305","20230526","2000"
"93859","202305","20230526","2500"
"97037","202306","20230629","500"
"97037","202306","20230629","1500"
"97037","202306","20230629","2000"
"97037","202306","20230629","1000"
"92214","202305","20230509","3500"
"92214","202305","20230509","1500"
"92214","202305","20230509","5000"
"92214","202305","20230509","1000"
"92214","202305","20230509","4500"
"92214","202305","20230509","500"
"92214","202305","20230509","2500"
"92214","202305","20230509","4000"
"92214","202305","20230509","3000"
"92214","202305","20230509","2000"
"92224","202305","20230509","3000"
"92224","202305","20230509","1000"
"92224","202305","20230509","1500"
"92224","202305","20230509","2500"
"92224","202305","20230509","500"
"92224","202305","20230509","2000"
"91781","202305","20230509","5000"
"91781","202305","20230509","2000"
"91781","202305","20230509","4000"
"91781","202305","20230509","3500"
"91781","202305","20230509","1000"
"91781","202305","20230509","500"
"91781","202305","20230509","2500"
"91781","202305","20230509","4500"
"91781","202305","20230509","1500"
"91781","202305","20230509","3000"
"91377","202305","20230509","4500"
"91377","202305","20230509","4000"
"91377","202305","20230509","3500"
"91377","202305","20230509","5000"
"95737","202306","20230618","2000"
"95737","202306","20230618","2500"
"95737","202306","20230618","3000"
"88904","202304","20230411","3500"
"88904","202304","20230411","4500"
"88904","202304","20230411","4000"
"88904","202304","20230411","5000"
"88904","202304","20230411","3000"
"88960","202304","20230411","500"
"89732","202304","20230416","500"
"89732","202304","20230416","1500"
"89732","202304","20230416","1000"
"91965","202305","20230510","1500"
"91965","202305","20230510","1000"
"91965","202305","20230510","2500"
"91965","202305","20230510","500"
"91965","202305","20230510","2000"
"91904","202305","20230510","4500"
"91904","202305","20230510","5000"
"92263","202305","20230510","3500"
"92263","202305","20230510","1500"
"92263","202305","20230510","4500"
"92263","202305","20230510","3000"
"92263","202305","20230510","4000"
"92263","202305","20230510","2500"
"92263","202305","20230510","1000"
"92263","202305","20230510","5000"
"92263","202305","20230510","2000"
"92263","202305","20230510","500"
"89572","202304","20230416","2000"
"89572","202304","20230416","1500"
"96269","202306","20230623","5000"
"93704","202305","20230525","3500"
"93704","202305","20230525","4500"
"93704","202305","20230525","4000"
"93704","202305","20230525","3000"
"90713","202304","20230425","2000"
"90713","202304","20230425","500"
"90713","202304","20230425","1500"
"90713","202304","20230425","1000"
"91275","202304","20230429","3500"
"91275","202304","20230429","1500"
"91275","202304","20230429","2500"
"91275","202304","20230429","2000"
"91275","202304","20230429","3000"
"91205","202304","20230429","5000"
"91205","202304","20230429","5000"
"91205","202304","20230429","4500"
"91205","202304","20230429","4500"
"88206","202304","20230410","4500"
"88206","202304","20230410","5000"
"88206","202304","20230410","4000"
"90248","202304","20230421","1000"
"90248","202304","20230421","500"
"90248","202304","20230421","1500"
"89567","202304","20230417","4000"
"89567","202304","20230417","3500"
"89567","202304","20230417","1000"
"89567","202304","20230417","2000"
"89567","202304","20230417","3000"
"89567","202304","20230417","2500"
"89567","202304","20230417","4500"
"89567","202304","20230417","1500"
"95607","202306","20230614","1000"
"95607","202306","20230614","500"
"95607","202306","20230614","1500"
"89590","202304","20230417","2000"
"89590","202304","20230417","1500"
"89590","202304","20230417","1000"
"89590","202304","20230417","500"
"89653","202304","20230415","5000"
"89653","202304","20230415","500"
"89653","202304","20230415","4500"
"89653","202304","20230415","2000"
"89653","202304","20230415","2500"
"89653","202304","20230415","3500"
"89653","202304","20230415","1000"
"89653","202304","20230415","4000"
"89653","202304","20230415","3000"
"89653","202304","20230415","1500"
"89222","202304","20230415","3500"
"89222","202304","20230415","4000"
"89222","202304","20230415","5000"
"89222","202304","20230415","2000"
"89222","202304","20230415","1500"
"89222","202304","20230415","2500"
"89222","202304","20230415","3000"
"89222","202304","20230415","4500"
"89222","202304","20230415","1000"
"87843","202304","20230403","500"
"87777","202304","20230403","500"
"87777","202304","20230403","3000"
"87777","202304","20230403","1000"
"87777","202304","20230403","1500"
"87777","202304","20230403","3500"
"87777","202304","20230403","2000"
"87777","202304","20230403","2500"
"96281","202306","20230622","1000"
"96281","202306","20230622","500"
"93686","202305","20230523","2500"
"93686","202305","20230523","4000"
"93686","202305","20230523","500"
"93686","202305","20230523","1000"
"93686","202305","20230523","3500"
"93686","202305","20230523","3000"
"93686","202305","20230523","2000"
"93686","202305","20230523","1500"
"72323","202306","20230620","5000"
"95318","202306","20230610","4500"
"95318","202306","20230610","2000"
"95318","202306","20230610","500"
"95318","202306","20230610","5000"
"95318","202306","20230610","2500"
"95318","202306","20230610","3500"
"95318","202306","20230610","1000"
"95318","202306","20230610","3000"
"95318","202306","20230610","4000"
"95318","202306","20230610","1500"
"96331","202306","20230624","2500"
"96331","202306","20230624","3000"
"96331","202306","20230624","3500"
"94988","202306","20230624","1000"
"88378","202304","20230408","4000"
"88378","202304","20230408","4500"
"88378","202304","20230408","3500"
"88378","202304","20230408","5000"
"93045","202305","20230522","5000"
"93045","202305","20230522","4500"
"95343","202306","20230612","500"
"92444","202305","20230511","2000"
"92444","202305","20230511","3500"
"92444","202305","20230511","500"
"92444","202305","20230511","3000"
"92444","202305","20230511","2500"
"92444","202305","20230511","4000"
"92444","202305","20230511","1500"
"92444","202305","20230511","1000"
"92444","202305","20230511","5000"
"92444","202305","20230511","4500"
"91067","202304","20230427","500"
"91067","202304","20230427","1000"
"93953","202305","20230528","4500"
"93953","202305","20230528","5000"
"95334","202306","20230613","4500"
"95334","202306","20230613","5000"
"92633","202305","20230515","4500"
"92633","202305","20230515","3000"
"92633","202305","20230515","5000"
"92633","202305","20230515","4000"
"92633","202305","20230515","3500"
"90284","202304","20230424","4500"
"90284","202304","20230424","4000"
"90284","202304","20230424","5000"
"90284","202304","20230424","3500"
"87842","202304","20230404","3000"
"87842","202304","20230404","5000"
"87842","202304","20230404","1000"
"87842","202304","20230404","1500"
"87842","202304","20230404","3500"
"87842","202304","20230404","4000"
"87842","202304","20230404","4500"
"87842","202304","20230404","2500"
"87842","202304","20230404","2000"
"87988","202304","20230404","500"
"87988","202304","20230404","1000"
"95815","202306","20230628","2500"
"95815","202306","20230628","3000"
"95815","202306","20230628","2000"
"95815","202306","20230628","3500"
"96832","202306","20230629","5000"
"91302","202305","20230509","4500"
"91302","202305","20230509","2500"
"91302","202305","20230509","3500"
"91302","202305","20230509","4000"
"91302","202305","20230509","5000"
"91302","202305","20230509","3000"
"92003","202305","20230509","4500"
"92003","202305","20230509","5000"
"92003","202305","20230509","1000"
"92003","202305","20230509","3500"
"92003","202305","20230509","1500"
"92003","202305","20230509","3000"
"92003","202305","20230509","2500"
"92003","202305","20230509","2000"
"92003","202305","20230509","4000"
"92003","202305","20230509","500"
"91177","202305","20230509","2000"
"91177","202305","20230509","4500"
"91177","202305","20230509","2500"
"91177","202305","20230509","3000"
"91177","202305","20230509","4000"
"91177","202305","20230509","500"
"91177","202305","20230509","5000"
"91177","202305","20230509","1000"
"91177","202305","20230509","1500"
"91177","202305","20230509","3500"
"94274","202305","20230531","3500"
"94274","202305","20230531","4000"
"94274","202305","20230531","5000"
"94274","202305","20230531","4500"
"94274","202305","20230531","3000"
"96253","202306","20230621","1500"
"96253","202306","20230621","2000"
"96253","202306","20230621","3000"
"96253","202306","20230621","1000"
"96253","202306","20230621","500"
"96253","202306","20230621","2500"
"89449","202304","20230418","5000"
"90636","202304","20230425","4500"
"90636","202304","20230425","5000"
"90751","202304","20230425","1500"
"90751","202304","20230425","2500"
"90751","202304","20230425","500"
"90751","202304","20230425","3000"
"90751","202304","20230425","3500"
"90751","202304","20230425","2000"
"90751","202304","20230425","1000"
"92960","202305","20230516","3000"
"92960","202305","20230516","1500"
"92960","202305","20230516","500"
"92960","202305","20230516","2500"
"92960","202305","20230516","2000"
"92960","202305","20230516","1000"
"94562","202306","20230602","4000"
"94562","202306","20230602","3500"
"94562","202306","20230602","4500"
"94562","202306","20230602","2500"
"94562","202306","20230602","2000"
"94562","202306","20230602","3000"
"94672","202306","20230602","1500"
"94672","202306","20230602","500"
"94672","202306","20230602","2500"
"94672","202306","20230602","2000"
"94672","202306","20230602","1000"
"93789","202306","20230602","500"
"93789","202306","20230602","1000"
"93789","202306","20230602","1500"
"86983","202304","20230401","5000"
"91501","202304","20230430","2000"
"91501","202304","20230430","500"
"91501","202304","20230430","2500"
"91501","202304","20230430","1000"
"91501","202304","20230430","3000"
"91501","202304","20230430","1500"
"91501","202304","20230430","3500"
"91501","202304","20230430","4500"
"91501","202304","20230430","4000"
"91501","202304","20230430","5000"
"88798","202304","20230410","1000"
"88798","202304","20230410","1500"
"88798","202304","20230410","500"
"88798","202304","20230410","2000"
"95739","202306","20230615","4000"
"95739","202306","20230615","2000"
"95739","202306","20230615","3500"
"95739","202306","20230615","1500"
"95739","202306","20230615","3000"
"95739","202306","20230615","2500"
"95739","202306","20230615","1000"
"95739","202306","20230615","500"
"85806","202306","20230607","500"
"85806","202306","20230607","2000"
"85806","202306","20230607","1500"
"85806","202306","20230607","1000"
"1116","202306","20230605","3500"
"95998","202306","20230620","4500"
"95998","202306","20230620","3500"
"95998","202306","20230620","5000"
"95998","202306","20230620","3000"
"95998","202306","20230620","4000"
"93111","202305","20230518","2500"
"93111","202305","20230518","2000"
"93111","202305","20230518","3500"
"93111","202305","20230518","3000"
"94401","202306","20230601","2500"
"96848","202306","20230630","5000"
"94668","202306","20230603","3000"
"94668","202306","20230603","3500"
"94668","202306","20230603","4500"
"94668","202306","20230603","2500"
"94668","202306","20230603","4000"
"94668","202306","20230603","5000"
"96793","202306","20230627","500"
"96793","202306","20230627","2000"
"96793","202306","20230627","1000"
"96793","202306","20230627","1500"
"92333","202305","20230511","4000"
"92333","202305","20230511","3000"
"92333","202305","20230511","4500"
"92333","202305","20230511","5000"
"92333","202305","20230511","3500"
"92262","202305","20230511","5000"
"90897","202304","20230427","5000"
"92657","202305","20230513","4000"
"90612","202304","20230428","4500"
"90612","202304","20230428","4000"
"90612","202304","20230428","3500"
"90498","202304","20230423","2000"
"90498","202304","20230423","5000"
"90498","202304","20230423","3000"
"90498","202304","20230423","4000"
"90498","202304","20230423","2500"
"90498","202304","20230423","4500"
"90498","202304","20230423","3500"
"92761","202305","20230519","4500"
"92761","202305","20230519","5000"
"93163","202305","20230519","5000"
"93163","202305","20230519","3500"
"93163","202305","20230519","4000"
"93163","202305","20230519","4500"
"93423","202305","20230519","500"
"93423","202305","20230519","1000"
"94919","202306","20230609","4500"
"94919","202306","20230609","4000"
"94919","202306","20230609","5000"
"87546","202304","20230404","4000"
"87546","202304","20230404","4500"
"87546","202304","20230404","3500"
"87546","202304","20230404","3000"
"87137","202304","20230404","4500"
"87137","202304","20230404","3500"
"87137","202304","20230404","3000"
"87137","202304","20230404","4000"
"87137","202304","20230404","5000"
"90211","202304","20230420","1500"
"90211","202304","20230420","1000"
"90211","202304","20230420","500"
"88876","202304","20230412","2500"
"93775","202305","20230530","2500"
"93775","202305","20230530","3000"
"91653","202305","20230530","3500"
"91653","202305","20230530","4000"
"96745","202306","20230629","3000"
"96745","202306","20230629","4000"
"96745","202306","20230629","2500"
"96745","202306","20230629","4500"
"96745","202306","20230629","5000"
"96745","202306","20230629","3500"
"96848","202306","20230629","4000"
"96848","202306","20230629","3000"
"96848","202306","20230629","1000"
"96848","202306","20230629","2000"
"96848","202306","20230629","1500"
"96848","202306","20230629","4500"
"96848","202306","20230629","500"
"96848","202306","20230629","2500"
"96848","202306","20230629","3500"
"92024","202305","20230509","3500"
"92024","202305","20230509","1500"
"92024","202305","20230509","2000"
"92024","202305","20230509","5000"
"92024","202305","20230509","2500"
"92024","202305","20230509","4500"
"92024","202305","20230509","4000"
"92024","202305","20230509","500"
"92024","202305","20230509","3000"
"92024","202305","20230509","1000"
"91673","202305","20230509","1000"
"91673","202305","20230509","2500"
"91673","202305","20230509","1500"
"91673","202305","20230509","500"
"91673","202305","20230509","2000"
"90910","202305","20230509","3000"
"90910","202305","20230509","3500"
"90915","202305","20230509","5000"
"90915","202305","20230509","4000"
"90915","202305","20230509","4500"
"90915","202305","20230509","3500"
"91805","202305","20230509","1500"
"91805","202305","20230509","4000"
"91805","202305","20230509","500"
"91805","202305","20230509","3500"
"91805","202305","20230509","3000"
"91805","202305","20230509","5000"
"91805","202305","20230509","1000"
"91805","202305","20230509","2000"
"91805","202305","20230509","2500"
"91805","202305","20230509","4500"
"90143","202305","20230509","2500"
"90143","202305","20230509","1000"
"90143","202305","20230509","1500"
"90143","202305","20230509","2000"
"90886","202304","20230426","2500"
"90886","202304","20230426","3500"
"90886","202304","20230426","2000"
"90886","202304","20230426","3000"
"18333","202304","20230426","2000"
"18333","202304","20230426","2500"
"322","202304","20230411","1500"
"96331","202306","20230623","1000"
"96331","202306","20230623","1500"
"96331","202306","20230623","2000"
"88459","202304","20230407","500"
"88459","202304","20230407","1000"
"89782","202304","20230418","500"
"89782","202304","20230418","1000"
"89782","202304","20230418","3500"
"89782","202304","20230418","3000"
"89782","202304","20230418","1500"
"89782","202304","20230418","2000"
"89782","202304","20230418","2500"
"90811","202304","20230425","2000"
"90811","202304","20230425","1000"
"90811","202304","20230425","1500"
"90811","202304","20230425","500"
"90593","202304","20230425","2000"
"90593","202304","20230425","1000"
"90593","202304","20230425","500"
"90593","202304","20230425","1500"
"90593","202304","20230425","2500"
"90737","202304","20230425","1500"
"90737","202304","20230425","1000"
"90882","202304","20230425","2000"
"90882","202304","20230425","1000"
"90882","202304","20230425","500"
"90882","202304","20230425","1500"
"93515","202305","20230521","500"
"92954","202305","20230516","3500"
"92954","202305","20230516","3000"
"92954","202305","20230516","1500"
"92954","202305","20230516","1000"
"92954","202305","20230516","2500"
"92954","202305","20230516","2000"
"92954","202305","20230516","500"
"94549","202306","20230602","5000"
"94549","202306","20230602","3500"
"94549","202306","20230602","4000"
"94549","202306","20230602","4500"
"94549","202306","20230602","3000"
"90231","202304","20230422","5000"
"90231","202304","20230422","4500"
"94409","202306","20230604","2500"
"88571","202304","20230410","3000"
"88571","202304","20230410","4000"
"88571","202304","20230410","4500"
"88571","202304","20230410","2500"
"88571","202304","20230410","3500"
"88385","202304","20230410","5000"
"88385","202304","20230410","4500"
"88385","202304","20230410","4000"
"93369","202305","20230523","4000"
"93369","202305","20230523","5000"
"93369","202305","20230523","4500"
"94984","202306","20230607","500"
"94930","202306","20230607","3000"
"94930","202306","20230607","4500"
"94930","202306","20230607","4000"
"94930","202306","20230607","5000"
"94930","202306","20230607","3500"
"94659","202306","20230605","1500"
"94659","202306","20230605","500"
"94659","202306","20230605","1000"
"94659","202306","20230605","2000"
"94659","202306","20230605","2500"
"94267","202306","20230605","4000"
"94267","202306","20230605","5000"
"94267","202306","20230605","4500"
"94399","202306","20230601","2500"
"94399","202306","20230601","3000"
"94399","202306","20230601","2000"
"94399","202306","20230601","3500"
"94399","202306","20230601","1000"
"94399","202306","20230601","1500"
"88679","202304","20230408","1000"
"88679","202304","20230408","500"
"88679","202304","20230408","1500"
"89279","202304","20230414","3000"
"89279","202304","20230414","4500"
"89279","202304","20230414","5000"
"89279","202304","20230414","2500"
"89279","202304","20230414","3500"
"89279","202304","20230414","4000"
"89176","202304","20230414","3500"
"89176","202304","20230414","5000"
"89176","202304","20230414","4000"
"89176","202304","20230414","4500"
"96866","202306","20230630","2000"
"96866","202306","20230630","5000"
"96866","202306","20230630","500"
"96866","202306","20230630","1000"
"96866","202306","20230630","3000"
"96866","202306","20230630","3500"
"96866","202306","20230630","4000"
"96866","202306","20230630","4500"
"96866","202306","20230630","1500"
"96866","202306","20230630","2500"
"88237","202304","20230405","1000"
"88237","202304","20230405","500"
"95812","202306","20230617","4000"
"95812","202306","20230617","3000"
"95812","202306","20230617","3500"
"96754","202306","20230627","1000"
"96754","202306","20230627","1500"
"96754","202306","20230627","500"
"87817","202304","20230406","4500"
"87817","202304","20230406","3500"
"87817","202304","20230406","4000"
"86275","202304","20230406","5000"
"89975","202304","20230419","3000"
"89975","202304","20230419","2500"
"89975","202304","20230419","2000"
"89975","202304","20230419","1500"
"94100","202305","20230528","4500"
"94100","202305","20230528","5000"
"92439","202305","20230515","4000"
"92439","202305","20230515","3500"
"88032","202304","20230404","2500"
"88032","202304","20230404","1500"
"88032","202304","20230404","2000"
"88032","202304","20230404","4500"
"88032","202304","20230404","1000"
"88032","202304","20230404","500"
"88032","202304","20230404","4000"
"88032","202304","20230404","3000"
"88032","202304","20230404","3500"
"93591","202305","20230527","3000"
"93591","202305","20230527","2000"
"93591","202305","20230527","3500"
"93591","202305","20230527","4000"
"93591","202305","20230527","5000"
"93591","202305","20230527","1000"
"93591","202305","20230527","1500"
"93591","202305","20230527","2500"
"93591","202305","20230527","4500"
"93591","202305","20230527","500"
"89089","202304","20230412","2000"
"89089","202304","20230412","1500"
"89089","202304","20230412","2500"
"89089","202304","20230412","1000"
"89066","202304","20230412","2500"
"89066","202304","20230412","500"
"89066","202304","20230412","1000"
"89066","202304","20230412","3000"
"89066","202304","20230412","2000"
"89066","202304","20230412","3500"
"89066","202304","20230412","1500"
"89028","202304","20230412","1500"
"89028","202304","20230412","500"
"89028","202304","20230412","1000"
"93248","202305","20230530","5000"
"92397","202305","20230512","5000"
"92397","202305","20230512","4500"
"92358","202305","20230512","5000"
"92358","202305","20230512","4000"
"92358","202305","20230512","4500"
"93756","202305","20230526","5000"
"92439","202305","20230512","2000"
"92439","202305","20230512","2500"
"92439","202305","20230512","3000"
"84171","202305","20230526","3500"
"84171","202305","20230526","2500"
"84171","202305","20230526","4000"
"84171","202305","20230526","3000"
"96596","202306","20230629","1500"
"96596","202306","20230629","2000"
"96596","202306","20230629","3500"
"96596","202306","20230629","3000"
"96596","202306","20230629","2500"
"96596","202306","20230629","1000"
"96365","202306","20230625","5000"
"96658","202306","20230626","1000"
"96658","202306","20230626","500"
"96658","202306","20230626","1500"
"90427","202304","20230426","5000"
"90329","202304","20230426","1500"
"90329","202304","20230426","2500"
"90329","202304","20230426","3000"
"90329","202304","20230426","2000"
"92805","202305","20230514","500"
"92755","202305","20230514","500"
"96047","202306","20230621","4500"
"96047","202306","20230621","5000"
"90491","202305","20230510","1500"
"90491","202305","20230510","2500"
"90491","202305","20230510","500"
"90491","202305","20230510","2000"
"90491","202305","20230510","1000"
"96304","202306","20230623","2500"
"96304","202306","20230623","2000"
"96304","202306","20230623","1500"
"96304","202306","20230623","1000"
"86514","202304","20230407","4500"
"86514","202304","20230407","5000"
"89756","202304","20230418","3000"
"89756","202304","20230418","3500"
"89756","202304","20230418","2000"
"89756","202304","20230418","1500"
"89756","202304","20230418","2500"
"90156","202304","20230425","5000"
"93805","202305","20230525","3000"
"93805","202305","20230525","2500"
"93805","202305","20230525","2000"
"93805","202305","20230525","1500"
"91381","202304","20230429","2500"
"91381","202304","20230429","2000"
"91381","202304","20230429","1500"
"91381","202304","20230429","1000"
"91381","202304","20230429","500"
"91412","202304","20230429","1000"
"91412","202304","20230429","2000"
"91412","202304","20230429","500"
"91412","202304","20230429","2500"
"91412","202304","20230429","1500"
"92747","202305","20230516","3500"
"92957","202305","20230516","500"
"82682","202304","20230430","2000"
"82682","202304","20230430","1500"
"88384","202304","20230410","5000"
"88384","202304","20230410","4500"
"88384","202304","20230410","4000"
"88662","202304","20230410","2500"
"88662","202304","20230410","2000"
"88662","202304","20230410","500"
"88662","202304","20230410","1500"
"88662","202304","20230410","1000"
"95460","202306","20230615","5000"
"95618","202306","20230614","3500"
"95618","202306","20230614","1000"
"95618","202306","20230614","4000"
"95618","202306","20230614","4500"
"95618","202306","20230614","3000"
"95618","202306","20230614","500"
"95618","202306","20230614","2500"
"95618","202306","20230614","2000"
"95618","202306","20230614","1500"
"96189","202306","20230622","4500"
"96189","202306","20230622","4000"
"96189","202306","20230622","5000"
"96189","202306","20230622","3500"
"93491","202305","20230523","4500"
"93491","202305","20230523","3000"
"93491","202305","20230523","4000"
"93491","202305","20230523","2500"
"93491","202305","20230523","3500"
"87308","202304","20230403","3000"
"87308","202304","20230403","4000"
"87308","202304","20230403","3500"
"87308","202304","20230403","5000"
"87308","202304","20230403","4500"
"87308","202304","20230403","2500"
"96109","202306","20230622","2500"
"94791","202306","20230605","2500"
"94791","202306","20230605","500"
"94791","202306","20230605","2000"
"94791","202306","20230605","1500"
"94791","202306","20230605","1000"
"94791","202306","20230605","3000"
"94589","202306","20230605","500"
"94589","202306","20230605","1000"
"94589","202306","20230605","2000"
"94589","202306","20230605","2500"
"94589","202306","20230605","1500"
"93142","202305","20230518","1000"
"93142","202305","20230518","1500"
"93142","202305","20230518","2000"
"93142","202305","20230518","500"
"94574","202306","20230601","500"
"94574","202306","20230601","1500"
"94574","202306","20230601","1000"
"89263","202304","20230414","2500"
"89263","202304","20230414","4000"
"89263","202304","20230414","5000"
"89263","202304","20230414","3000"
"89263","202304","20230414","1500"
"89263","202304","20230414","3500"
"89263","202304","20230414","2000"
"89263","202304","20230414","4500"
"89162","202304","20230414","3500"
